id,EdadNÚMEROCONCRETO,Género,Niveldeestudios,Creenciasreligiosas,Quéedadconsideraslamejorpa,Cuántoshijostegustaríatener,Aborto,fecundacioninvitro,adopcion,gestacionsubrogada,notendriahijos,FamiliaMONOparental,FamiliaHOMOsexual,Divorciados,Recurriraldivorcio,Matrimonio_hijos,Hijodetupareja,SituviesesunhijoQuétipode,GENERO2,NIVEL_ESTUDIOS2,CREENCIAS_RELIGIOSAS2,INVITRO2,ADOPCION2,GESTACION_SUBROGADA2,NO_TENDRÍA_HIJOS2,SI_TUVIESES_UN_HIJO_QUÉ_TIPO_DE,Edadclases,EDADV2
851,18,Mujer,Estudios secundarios,Ateo,30,1,si,Segunda opción,Primera opción, ,Tercera opción,si,si,si,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
852,17,Mujer,Estudios secundarios,Ateo,35,2,si,Primera opción,Segunda opción, , ,si,si,si,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Primera opción,Segunda opción,5,5,Compartida,16-20,15-25
853,39,Mujer,Estudios Universitarios,Creyente,25,0,si,Segunda opción,Tercera opción, ,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Tercera opción,5,Primera opción,Compartida,30-40,35-45
854,59,Mujer,Estudios Universitarios,Agnóstico,30,2,si,Tercera opción,Segunda opción, ,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Tercera opción,Segunda opción,5,Primera opción,Compartida,50-65,55-65
855,17,Mujer,Estudios secundarios,Agnóstico,30,0,si,Tercera opción,Primera opción,Cuarta opción,Segunda opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Agnóstico,Tercera opción,Primera opción,Cuarta opción,Segunda opción,Compartida,16-20,15-25
856,51,Mujer,Estudios Universitarios,Creyente,30,3,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,50-65,45-55
857,21,Hombre,Estudios de Formación Profesional,Ateo,27,2,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Hombre,Estudios de Formación Profesional,Ateo,Primera opción,Segunda opción,Tercera opción,5,Compartida,20-25,15-25
858,40,Hombre,Estudios secundarios,Ateo,40,1,si,Segunda opción,Primera opción,Segunda opción,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Ateo,Segunda opción,Primera opción,Segunda opción,Tercera opción,Compartida,40-50,35-45
859,42,Hombre,Estudios Universitarios,Agnóstico,30,2,si,Primera opción,Tercera opción, ,Segunda opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,Tercera opción,5,Segunda opción,Compartida,40-50,35-45
860,36,Mujer,Estudios de Formación Profesional,Agnóstico,30,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios de Formación Profesional,Agnóstico,Primera opción,Segunda opción,5,Tercera opción,Compartida,30-40,35-45
861,51,Hombre,Estudios secundarios,Agnóstico,35,2,si,Primera opción, , ,Segunda opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Agnóstico,Primera opción,5,5,Segunda opción,Compartida,50-65,45-55
862,18,Hombre,Estudios Universitarios,Ateo,33,2,si,Segunda opción,Primera opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Ateo,Segunda opción,Primera opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
863,18,Mujer,Estudios secundarios,Creyente,30,1,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,no,no,no,Compartida,Mujer,Estudios secundarios,Creyente,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
864,18,Hombre,Estudios secundarios,Agnóstico,30,2,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,no,Compartida,Hombre,Estudios secundarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,16-20,15-25
865,74,Hombre,Estudios Universitarios,Agnóstico,26,2,no,Segunda opción, ,Tercera opción,Primera opción,si,si,no,si,no,si,Única,Hombre,Estudios Universitarios,Agnóstico,Segunda opción,5,Tercera opción,Primera opción,Única,65-85,65-75
866,46,Mujer,Estudios Universitarios,Ateo,34,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,40-50,45-55
867,18,Mujer,Estudios secundarios,Ateo,28,2,si,Tercera opción,Primera opción,Cuarta opción,Segunda opción,si,si,no,si,no,si,Única,Mujer,Estudios secundarios,Ateo,Tercera opción,Primera opción,Cuarta opción,Segunda opción,Única,16-20,15-25
868,24,Hombre,Estudios Universitarios,Agnóstico,35,1,si,Tercera opción,Primera opción, ,Segunda opción,si,si,no,si,si,no,Compartida,Hombre,Estudios Universitarios,Agnóstico,Tercera opción,Primera opción,5,Segunda opción,Compartida,20-25,15-25
869,54,Hombre,Estudios Universitarios,Creyente,30,3,no,Primera opción,Tercera opción,Segunda opción, ,si,si,si,si,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Tercera opción,Segunda opción,5,Compartida,50-65,45-55
870,22,Mujer,Estudios de Formación Profesional,Ateo,27,3,no,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Ateo,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,20-25,15-25
871,18,Mujer,Estudios Universitarios,Ateo,28,1,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
872,18,Mujer,Estudios secundarios,Creyente,26,3,si,Segunda opción,Primera opción,Segunda opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Segunda opción,Primera opción,Segunda opción,Tercera opción,Compartida,16-20,15-25
873,18,Hombre,Estudios Universitarios,Agnóstico,27,0,si,Tercera opción,Segunda opción,Tercera opción,Primera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Tercera opción,Segunda opción,Tercera opción,Primera opción,Compartida,16-20,15-25
874,19,Mujer,Estudios secundarios,Creyente,30,3,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
875,18,Mujer,Estudios secundarios,Creyente,35,3,no, ,Primera opción, , ,no,no,si,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,5,Primera opción,5,5,Compartida,16-20,15-25
876,20,Mujer,Estudios Universitarios,Ateo,28,2,si,Segunda opción,Primera opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Segunda opción,Primera opción,Tercera opción,Cuarta opción,Compartida,20-25,15-25
877,40,Mujer,Estudios Universitarios,Ateo,27,0,si, ,Primera opción, , ,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,5,Primera opción,5,5,Compartida,40-50,35-45
878,54,Mujer,Estudios Universitarios,Agnóstico,30,2,si,Primera opción,Segunda opción, , ,si,si,si,si,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,5,5,Compartida,50-65,45-55
879,61,Mujer,Estudios Universitarios,Creyente,25,3,si, ,Primera opción, ,Segunda opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,5,Primera opción,5,Segunda opción,Compartida,50-65,55-65
880,68,Hombre,Estudios Universitarios,Creyente,24,3,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,no,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,65-85,65-75
881,45,Mujer,Estudios Universitarios,Agnóstico,30,0,si,Tercera opción,Segunda opción, ,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Tercera opción,Segunda opción,5,Primera opción,Compartida,40-50,45-55
882,18,Mujer,Estudios Universitarios,Ateo,27,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
883,18,Hombre,Estudios secundarios,Ateo,28,2,si,Cuarta opción,Tercera opción,Segunda opción,Primera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Ateo,Cuarta opción,Tercera opción,Segunda opción,Primera opción,Compartida,16-20,15-25
884,18,Mujer,Estudios Universitarios,Creyente,30,3,si,Tercera opción,Segunda opción,Primera opción,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Tercera opción,Segunda opción,Primera opción,Primera opción,Compartida,16-20,15-25
885,39,Mujer,Estudios Universitarios,Ateo,30,2,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Tercera opción,5,Compartida,30-40,35-45
886,18,Mujer,Estudios Universitarios,Creyente,27,3,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
887,19,Hombre,Estudios Universitarios,Creyente,30,2,si,Primera opción,Tercera opción,Segunda opción,Cuarta opción,si,si,no,si,no,no,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Tercera opción,Segunda opción,Cuarta opción,Compartida,16-20,15-25
888,39,Hombre,Estudios Universitarios,Ateo,35,3,si,Tercera opción,Primera opción, ,Segunda opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Ateo,Tercera opción,Primera opción,5,Segunda opción,Compartida,30-40,35-45
889,55,Hombre,Estudios Universitarios,Creyente,30,3,si,Primera opción,Segunda opción,Tercera opción, ,no,no,no,si,si,si,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,5,Compartida,50-65,55-65
890,60,Hombre,Estudios Universitarios,Agnóstico,40,1,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,no,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,50-65,55-65
891,53,Mujer,Estudios secundarios,Creyente,40,4,si,Primera opción,Segunda opción,Segunda opción,Primera opción,si,si,no,si,no,si,Única,Mujer,Estudios secundarios,Creyente,Primera opción,Segunda opción,Segunda opción,Primera opción,Única,50-65,45-55
892,41,Mujer,Estudios Universitarios,Agnóstico,30,3,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,5,Única,40-50,35-45
893,45,Hombre,Estudios Universitarios,Creyente,27,3,si,Primera opción, ,Segunda opción,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,5,Segunda opción,Tercera opción,Compartida,40-50,45-55
894,55,Hombre,Estudios Universitarios,Agnóstico,30,2,si,Segunda opción,Tercera opción, ,Primera opción,si,si,no,no,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Segunda opción,Tercera opción,5,Primera opción,Compartida,50-65,55-65
895,18,Hombre,Estudios secundarios,Ateo,30,0,si,Cuarta opción, , ,Primera opción,si,si,si,si,no,si,Compartida,Hombre,Estudios secundarios,Ateo,Cuarta opción,5,5,Primera opción,Compartida,16-20,15-25
896,54,Mujer,Estudios Universitarios,Agnóstico,27,2,si,Segunda opción,Primera opción, ,Segunda opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,Segunda opción,Primera opción,5,Segunda opción,Compartida,50-65,45-55
897,27,Mujer,Estudios Universitarios,Ateo,30,0,si,Tercera opción,Primera opción,Tercera opción,Primera opción,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Tercera opción,Primera opción,Tercera opción,Primera opción,Compartida,25-30,25-35
898,33,Otro,Estudios Universitarios,Agnóstico,35,3,si,Tercera opción,Primera opción, ,Segunda opción,si,si,si,si,no,si,Compartida,Otro,Estudios Universitarios,Agnóstico,Tercera opción,Primera opción,5,Segunda opción,Compartida,30-40,25-35
899,32,Hombre,Estudios Universitarios,Agnóstico,30,2,si,Segunda opción,Primera opción,Tercera opción,Cuarta opción,si,si,si,si,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Segunda opción,Primera opción,Tercera opción,Cuarta opción,Compartida,30-40,25-35
900,58,Mujer,Estudios Universitarios,Agnóstico,30,2,si, ,Primera opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,5,Primera opción,Tercera opción,5,Compartida,50-65,55-65
901,28,Mujer,Estudios Universitarios,Ateo,33,3,si,Primera opción,Segunda opción, ,Tercera opción,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,25-30,25-35
902,18,Mujer,Estudios secundarios,Ateo,28,3,si,Primera opción,Cuarta opción,Tercera opción,Segunda opción,si,si,no,si,no,no,Compartida,Mujer,Estudios secundarios,Ateo,Primera opción,Cuarta opción,Tercera opción,Segunda opción,Compartida,16-20,15-25
903,29,Mujer,Estudios Universitarios,Ateo,40,1,si, , , ,Primera opción,si,no,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,5,5,5,Primera opción,Compartida,25-30,25-35
904,22,Mujer,Estudios Universitarios,Ateo,35,0,si,Segunda opción,Primera opción,Cuarta opción,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Segunda opción,Primera opción,Cuarta opción,Primera opción,Compartida,20-25,15-25
905,38,Otro,Estudios Universitarios,Agnóstico,25,0,si, ,Segunda opción, ,Primera opción,si,si,no,si,no,si,Compartida,Otro,Estudios Universitarios,Agnóstico,5,Segunda opción,5,Primera opción,Compartida,30-40,35-45
906,28,Mujer,Estudios Universitarios,Creyente,34,1,si,Primera opción,Tercera opción,Segunda opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Tercera opción,Segunda opción,Cuarta opción,Compartida,25-30,25-35
907,18,Mujer,Estudios Universitarios,Agnóstico,32,0,si,Segunda opción,Primera opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Segunda opción,Primera opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
908,48,Mujer,Estudios Universitarios,Agnóstico,28,4,si, ,Primera opción, , ,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,5,Primera opción,5,5,Compartida,40-50,45-55
909,38,Mujer,Estudios de Formación Profesional,Creyente,27,4,si, ,Segunda opción,Primera opción, ,si,si,no,si,no,si,Única,Mujer,Estudios de Formación Profesional,Creyente,5,Segunda opción,Primera opción,5,Única,30-40,35-45
910,43,Mujer,Estudios Universitarios,Creyente,27,3,no,Tercera opción,Segunda opción, ,Primera opción,si,si,no,no,no,si,Única,Mujer,Estudios Universitarios,Creyente,Tercera opción,Segunda opción,5,Primera opción,Única,40-50,35-45
911,28,Hombre,Estudios Universitarios,Creyente,35,2,si,Primera opción,Segunda opción, , ,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,5,Compartida,25-30,25-35
912,27,Hombre,Estudios Universitarios,Creyente,35,1,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,25-30,25-35
913,31,Mujer,Estudios Universitarios,Creyente,31,2,si,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,Tercera opción,Compartida,30-40,25-35
914,43,Mujer,Estudios Universitarios,Creyente,34,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,no,no,si,no,si,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Única,40-50,35-45
915,37,Mujer,Estudios Universitarios,Creyente,30,3,si,Tercera opción,Primera opción, , ,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Tercera opción,Primera opción,5,5,Compartida,30-40,35-45
916,56,Hombre,Estudios Universitarios,Agnóstico,35,2,si, ,Primera opción, , ,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,5,Primera opción,5,5,Compartida,50-65,55-65
917,68,Mujer,Estudios secundarios,Creyente,25,3,si,Primera opción,Segunda opción, , ,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Primera opción,Segunda opción,5,5,Compartida,65-85,65-75
918,18,Mujer,Estudios Universitarios,Agnóstico,29,2,si,Primera opción,Tercera opción,Segunda opción, ,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Tercera opción,Segunda opción,5,Compartida,16-20,15-25
919,19,Mujer,Estudios Universitarios,Ateo,28,2,si,Tercera opción,Primera opción, ,Segunda opción,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Tercera opción,Primera opción,5,Segunda opción,Compartida,16-20,15-25
920,39,Mujer,Estudios Universitarios,Creyente,30,3,no,Primera opción,Segunda opción,Tercera opción,Tercera opción,si,si,si,si,no,si,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,Tercera opción,Única,30-40,35-45
921,18,Mujer,Estudios secundarios,Creyente,29,2,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,no,no,si,Compartida,Mujer,Estudios secundarios,Creyente,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
922,63,Mujer,Estudios secundarios,Creyente,28,2,si, , , ,Primera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios secundarios,Creyente,5,5,5,Primera opción,Compartida,50-65,55-65
923,18,Mujer,Estudios Universitarios,Ateo,32,2,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
924,18,Mujer,Estudios Universitarios,Creyente,32,3,no,Tercera opción,Primera opción,Cuarta opción,Segunda opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Tercera opción,Primera opción,Cuarta opción,Segunda opción,Compartida,16-20,15-25
925,17,Mujer,Estudios secundarios,Agnóstico,29,2,si,Primera opción,Segunda opción, , ,si,si,si,si,no,si,Compartida,Mujer,Estudios secundarios,Agnóstico,Primera opción,Segunda opción,5,5,Compartida,16-20,15-25
